TUCASEID,TEAGE,TESEX,num_children,year,TUDIARYDAY,TUDIARYDATE,employed,annual_income,child_care_duration,household_task_duration,GESTFIPS,GTMETSTA,race,income_level
20101009102144,30,1,1,2010,7,2010-10-23,1,2499978.0,2.23606797749979,0.0,29,1,White,3.0
20101009102146,43,2,1,2010,1,2010-10-03,1,1825200.0,6.708203932499369,9.746794344808963,39,1,White,3.0
20101009102156,31,1,4,2010,3,2010-10-05,0,0.0,15.0,10.246950765959598,6,1,White,1.0
20101009102175,35,1,2,2010,1,2010-10-10,1,1170000.0,12.24744871391589,7.745966692414834,51,1,White,4.0
20101009102183,46,2,1,2010,5,2010-10-14,1,,0.0,15.652475842498529,21,1,Asian,3.0
20101009102195,51,2,1,2010,7,2010-10-09,1,1293760.0,6.708203932499369,7.0710678118654755,41,1,White,3.0
20101009102198,49,2,1,2010,7,2010-10-16,1,6500000.0,1.4142135623730951,6.708203932499369,9,1,White,5.0
20101009102200,51,1,4,2010,1,2010-10-17,1,1535976.0,0.0,0.0,47,1,White,3.0
20101009102209,30,1,1,2010,3,2010-10-26,1,4499976.0,3.872983346207417,6.708203932499369,32,1,White,3.0
20101009102264,54,2,1,2010,1,2010-10-17,1,4576000.0,0.0,5.477225575051661,8,1,White,3.0
20101009102278,45,1,3,2010,6,2010-10-15,1,2470000.0,1.4142135623730951,0.0,13,1,Black,2.0
20101009102290,41,1,2,2010,7,2010-10-23,1,3699982.0,21.213203435596427,17.320508075688775,34,1,White,3.0
20101009102300,50,1,2,2010,1,2010-10-31,1,7499986.0,14.38749456993816,7.745966692414834,25,1,White,5.0
20101009102303,49,1,1,2010,1,2010-10-31,1,7499986.0,0.0,1.0,4,1,White,5.0
20101009102312,33,1,2,2010,2,2010-10-18,1,1699984.0,16.431676725154983,7.745966692414834,36,1,White,1.0
20101009102314,34,2,2,2010,7,2010-10-30,1,5999994.0,18.027756377319946,14.38749456993816,9,1,Asian,5.0
20101009102328,36,2,2,2010,3,2010-10-12,0,0.0,7.745966692414834,14.491376746189438,22,1,White,3.0
20101009102333,27,2,1,2010,3,2010-10-19,1,1248000.0,8.366600265340756,0.0,36,1,White,3.0
20101009102335,53,1,1,2010,6,2010-10-08,0,0.0,15.968719422671311,13.416407864998739,6,1,White,2.0
20101009102347,32,1,1,2010,4,2010-10-13,1,950040.0,12.449899597988733,10.954451150103322,32,1,White,3.0
20101009102356,49,2,1,2010,3,2010-10-05,1,4999982.0,0.0,13.038404810405298,36,1,White,5.0
20101009102362,45,2,4,2010,7,2010-10-09,1,2930200.0,9.746794344808963,15.811388300841896,6,1,White,4.0
20101009102376,40,1,2,2010,7,2010-10-02,1,725400.0,11.832159566199232,10.723805294763608,53,1,White,3.0
20101009102379,32,1,1,2010,6,2010-10-22,1,2249988.0,5.477225575051661,0.0,42,2,White,3.0
20101009102395,31,1,2,2010,1,2010-10-10,1,3199976.0,0.0,3.1622776601683795,6,1,White,3.0
20101009102401,28,2,2,2010,7,2010-10-02,1,1092000.0,18.973665961010276,9.746794344808963,9,1,White,1.0
20101009102405,26,1,4,2010,2,2010-10-04,1,659750.0,10.246950765959598,3.1622776601683795,48,1,White,1.0
20101009102417,33,1,3,2010,5,2010-10-07,1,4099992.0,13.038404810405298,0.0,26,1,White,3.0
20101009102427,38,2,2,2010,6,2010-10-01,1,3640000.0,15.524174696260024,2.23606797749979,54,1,White,4.0
20101009102437,26,1,1,2010,2,2010-10-18,1,4999800.0,5.477225575051661,18.708286933869708,48,1,Multiracial,1.0
20101009102453,32,1,2,2010,2,2010-10-04,0,0.0,7.416198487095663,4.47213595499958,49,1,White,2.0
20101009102465,37,1,4,2010,7,2010-10-09,1,3499990.0,7.0710678118654755,15.491933384829668,27,1,White,3.0
20101009102468,45,1,2,2010,1,2010-10-03,1,858000.0,0.0,7.0710678118654755,25,1,White,2.0
20101009102470,48,1,1,2010,7,2010-10-23,1,2499978.0,0.0,9.486832980505138,40,2,White,3.0
20101009102472,31,2,2,2010,1,2010-10-24,1,1950000.0,5.477225575051661,0.0,29,1,White,2.0
20101009102476,31,1,2,2010,4,2010-10-13,1,2549040.0,9.486832980505138,9.486832980505138,32,1,White,4.0
20101009102479,39,2,7,2010,5,2010-10-28,1,411840.0,17.663521732655695,9.746794344808963,31,1,White,3.0
20101009102481,47,1,2,2010,1,2010-10-17,1,2999984.0,8.94427190999916,10.954451150103322,19,2,White,3.0
20101009102500,41,2,2,2010,1,2010-10-03,1,1105000.0,1.4142135623730951,14.491376746189438,42,1,White,1.0
20101009102501,33,2,2,2010,1,2010-10-03,0,0.0,17.26267650163207,13.114877048604,26,1,White,4.0
20101009102502,45,1,2,2010,7,2010-10-23,1,4994990.0,24.698178070456937,0.0,6,1,Black,4.0
20101009102526,38,2,2,2010,1,2010-10-17,1,3749980.0,13.601470508735444,12.24744871391589,51,1,White,5.0
20101009102529,41,2,3,2010,1,2010-10-10,1,,17.88854381999832,7.745966692414834,39,1,White,4.0
20101009102536,22,1,1,2010,7,2010-10-09,1,1499992.0,9.219544457292887,0.0,48,1,White,1.0
20101009102538,33,1,2,2010,1,2010-10-03,1,5014282.0,16.881943016134134,0.0,34,1,White,4.0
20101009102550,47,2,1,2010,1,2010-10-17,0,0.0,0.0,17.52141546793523,45,1,White,2.0
20101009102551,44,2,2,2010,6,2010-10-08,1,999986.0,4.358898943540674,0.0,6,1,Other,3.0
20101009102561,34,2,2,2010,1,2010-10-24,1,2579980.0,12.0,13.2664991614216,6,1,White,5.0
20101009102562,48,1,2,2010,7,2010-10-23,1,5499988.0,0.0,7.745966692414834,31,1,White,5.0
20101010100032,36,2,2,2010,1,2010-10-31,0,0.0,16.278820596099706,19.364916731037084,6,1,Black,3.0
20101010100531,41,1,2,2010,1,2010-10-31,1,3599986.0,0.0,0.0,1,1,White,3.0
20101010100596,44,2,1,2010,1,2010-10-31,0,0.0,0.0,15.684387141358123,51,1,White,3.0
20101010100638,39,1,3,2010,1,2010-10-31,1,7499986.0,17.406895185529212,0.0,42,1,White,5.0
20101010100670,24,1,2,2010,7,2010-10-30,1,1384500.0,12.24744871391589,0.0,13,1,White,2.0
20101010100720,39,2,1,2010,1,2010-10-24,1,1872000.0,11.40175425099138,7.745966692414834,6,1,White,2.0
20101010100728,30,2,2,2010,2,2010-10-25,1,2299986.0,14.142135623730951,9.746794344808963,22,1,White,2.0
20101010100806,53,1,1,2010,5,2010-10-28,1,2600000.0,0.0,8.660254037844387,12,1,White,4.0
20101010100827,43,1,2,2010,6,2010-10-29,1,2488564.0,0.0,0.0,47,1,White,3.0
20101010100833,42,1,4,2010,4,2010-10-27,0,0.0,12.649110640673518,21.6794833886788,32,1,White,1.0
20101010100864,44,1,2,2010,7,2010-10-30,1,,14.491376746189438,10.954451150103322,25,1,White,4.0
20101010100872,60,1,1,2010,4,2010-10-27,1,7499986.0,0.0,0.0,10,1,White,4.0
20101010100891,53,1,2,2010,7,2010-10-30,0,0.0,0.0,3.872983346207417,6,1,Asian,2.0
20101010100938,40,2,1,2010,1,2010-10-24,1,614744.0,0.0,0.0,40,1,White,3.0
20101010101004,40,1,1,2010,5,2010-10-28,1,5499988.0,6.855654600401044,0.0,6,1,White,4.0
20101010101008,56,2,1,2010,2,2010-10-25,1,2600000.0,3.872983346207417,5.0,27,2,White,4.0
20101010101028,38,2,2,2010,6,2010-10-29,1,1679600.0,11.661903789690601,1.0,36,1,White,3.0
20101010101043,40,2,4,2010,4,2010-10-27,0,0.0,16.97056274847714,20.12461179749811,48,1,White,1.0
20101010101105,57,1,1,2010,6,2010-10-29,1,1319760.0,0.0,7.0710678118654755,1,1,White,4.0
20101010101146,31,1,2,2010,7,2010-10-30,1,1508000.0,11.74734012447073,6.0,40,2,White,2.0
20101010101281,50,2,1,2010,1,2010-10-31,1,780000.0,0.0,5.477225575051661,54,2,White,3.0
20101010101282,39,2,3,2010,2,2010-10-25,1,1499992.0,6.324555320336759,6.708203932499369,32,3,White,4.0
20101010101292,36,2,2,2010,6,2010-10-29,1,1662960.0,0.0,2.23606797749979,27,2,White,3.0
20101010101358,47,2,2,2010,1,2010-10-31,1,1040000.0,0.0,3.1622776601683795,36,1,White,3.0
20101010101496,42,2,2,2010,1,2010-10-31,1,353600.0,7.745966692414834,9.486832980505138,6,1,White,3.0
20101010101497,36,2,2,2010,7,2010-10-30,0,0.0,9.746794344808963,18.973665961010276,36,1,White,2.0
20101010101517,29,2,1,2010,1,2010-10-24,1,2418000.0,13.0,12.24744871391589,30,2,White,3.0
20101010101577,52,2,1,2010,1,2010-10-31,0,0.0,12.884098726725126,11.532562594670797,25,1,White,4.0
20101010101581,39,2,1,2010,2,2010-10-25,1,1899976.0,6.708203932499369,0.0,36,2,White,2.0
20101010101599,30,2,2,2010,7,2010-10-30,0,0.0,15.066519173319364,5.477225575051661,22,1,White,2.0
20101010101688,40,1,2,2010,1,2010-10-24,1,2999984.0,2.23606797749979,0.0,12,1,White,3.0
20101010101706,58,1,1,2010,1,2010-10-24,1,1399996.0,0.0,22.58317958127243,17,1,White,2.0
20101010101721,38,2,2,2010,1,2010-10-24,1,7499986.0,13.74772708486752,8.366600265340756,11,1,White,5.0
20101010101722,32,2,2,2010,1,2010-10-24,1,2149992.0,14.317821063276353,11.180339887498949,48,1,White,4.0
20101010101773,48,1,1,2010,6,2010-10-29,1,884000.0,2.23606797749979,10.954451150103322,6,1,White,2.0
20101010101799,46,1,1,2010,1,2010-10-31,1,1184378.0,0.0,5.477225575051661,40,1,White,2.0
20101010101811,46,1,1,2010,1,2010-10-24,1,3250000.0,0.0,0.0,26,1,White,3.0
20101010101891,42,2,1,2010,1,2010-10-24,1,1749982.0,0.0,15.491933384829668,47,1,White,3.0
20101010101943,42,1,3,2010,5,2010-10-28,1,3099980.0,9.486832980505138,4.47213595499958,26,1,White,3.0
20101010101995,47,1,3,2010,1,2010-10-31,1,4999982.0,5.477225575051661,12.24744871391589,12,1,White,3.0
20101010102042,23,2,1,2010,4,2010-10-27,0,0.0,20.37154878746336,8.660254037844387,53,1,White,3.0
20101010102043,24,2,1,2010,3,2010-10-26,0,0.0,9.486832980505138,19.748417658131498,28,1,White,2.0
20101010102049,27,2,1,2010,3,2010-10-26,0,0.0,16.278820596099706,13.96424004376894,48,1,White,1.0
20101010102141,44,1,2,2010,1,2010-10-31,1,1950000.0,11.61895003862225,5.477225575051661,42,1,White,3.0
20101010102191,55,1,1,2010,7,2010-10-30,1,,0.0,14.866068747318506,9,1,White,4.0
20101010102225,39,2,3,2010,1,2010-10-24,0,0.0,0.0,13.416407864998739,8,1,White,1.0
20101010102271,46,2,2,2010,6,2010-10-29,0,0.0,7.745966692414834,18.303005217723125,37,1,Black,3.0
20101010102296,27,2,1,2010,2,2010-10-25,0,0.0,13.564659966250536,22.11334438749598,39,1,White,4.0
20101010102382,35,1,3,2010,1,2010-10-31,0,0.0,12.449899597988733,13.038404810405298,8,1,White,2.0
20101010102388,36,1,1,2010,7,2010-10-30,1,5749978.0,15.491933384829668,15.968719422671311,6,1,White,5.0
20101010102391,30,1,1,2010,2,2010-10-25,1,,3.1622776601683795,11.832159566199232,53,1,White,3.0
20101010102412,34,1,1,2010,6,2010-10-29,1,2707900.0,6.324555320336759,8.06225774829855,48,1,White,3.0
20101010102421,47,2,2,2010,1,2010-10-31,1,468000.0,0.0,6.324555320336759,53,1,Asian,2.0
20101010102497,47,1,1,2010,1,2010-10-31,0,0.0,0.0,21.908902300206645,6,1,White,3.0
20101010102510,35,1,2,2010,1,2010-10-31,1,7499986.0,9.219544457292887,22.0,48,1,White,5.0
20101108101120,22,2,1,2010,5,2010-11-04,0,0.0,8.366600265340756,7.745966692414834,6,1,White,1.0
20101109100513,48,1,3,2010,2,2010-11-01,1,4999982.0,10.0,0.0,22,1,White,4.0
20101109100525,30,2,2,2010,5,2010-11-04,0,0.0,13.784048752090222,15.968719422671311,17,1,White,2.0
20101109100770,37,1,1,2010,7,2010-11-27,1,936000.0,0.0,7.416198487095663,48,1,White,1.0
20101109100875,46,2,2,2010,7,2010-11-06,1,1352000.0,2.23606797749979,7.745966692414834,53,2,White,4.0
20101109100896,41,1,1,2010,2,2010-11-15,1,1199978.0,18.027756377319946,4.47213595499958,6,1,White,2.0
20101109100969,27,2,2,2010,7,2010-11-13,0,0.0,8.660254037844387,18.303005217723125,26,1,White,2.0
20101109101007,34,2,1,2010,6,2010-11-05,1,630630.0,13.416407864998739,10.954451150103322,18,2,White,2.0
20101109101014,30,1,3,2010,6,2010-11-05,1,2184000.0,0.0,0.0,22,1,White,3.0
20101109101015,19,1,1,2010,7,2010-11-13,1,988000.0,3.1622776601683795,0.0,34,1,White,2.0
20101109101032,49,1,1,2010,4,2010-11-03,1,3999996.0,0.0,5.477225575051661,26,1,White,4.0
20101109101079,38,2,2,2010,5,2010-11-04,1,749996.0,10.954451150103322,7.0710678118654755,42,1,White,3.0
20101109101213,49,1,1,2010,1,2010-11-07,0,0.0,0.0,0.0,48,1,White,2.0
20101109101227,44,2,2,2010,2,2010-11-15,1,4599400.0,0.0,0.0,6,1,Asian,5.0
20101109101240,42,2,2,2010,4,2010-11-10,1,686400.0,5.5677643628300215,10.723805294763608,26,1,White,2.0
20101109101241,44,1,2,2010,7,2010-11-20,1,3999996.0,15.329709716755891,19.493588689617926,34,1,White,5.0
20101109101254,36,1,3,2010,7,2010-11-06,1,749996.0,0.0,0.0,32,1,White,2.0
20101109101384,37,1,2,2010,4,2010-11-03,1,2099994.0,14.832396974191326,0.0,5,2,White,3.0
20101109101392,44,2,2,2010,1,2010-11-28,1,1149980.0,0.0,0.0,29,1,Multiracial,1.0
20101109101399,42,2,3,2010,1,2010-11-21,1,1040000.0,14.142135623730951,13.038404810405298,18,2,White,5.0
20101109101407,26,1,1,2010,3,2010-11-09,1,599976.0,3.1622776601683795,0.0,4,1,White,1.0
20101109101429,43,1,3,2010,2,2010-11-15,1,,0.0,4.123105625617661,26,1,White,2.0
20101109101446,39,2,1,2010,3,2010-11-16,0,0.0,8.602325267042627,17.175564037317667,45,1,White,2.0
20101109101621,32,2,1,2010,5,2010-11-11,1,,12.649110640673518,12.24744871391589,48,1,White,4.0
20101109101628,42,2,2,2010,2,2010-11-15,1,650000.0,10.295630140987,7.681145747868608,27,2,White,3.0
20101109101630,41,1,1,2010,7,2010-11-27,1,,0.0,0.0,37,2,White,1.0
20101109101672,52,1,1,2010,1,2010-11-28,1,7499986.0,7.745966692414834,0.0,6,1,Multiracial,5.0
20101109101724,41,1,2,2010,1,2010-11-07,1,2999984.0,7.745966692414834,14.491376746189438,48,1,White,3.0
20101109101751,29,1,1,2010,3,2010-11-02,1,1999998.0,4.47213595499958,3.872983346207417,36,1,White,2.0
20101109101794,34,1,2,2010,1,2010-11-07,1,1040000.0,14.66287829861518,0.0,5,1,White,2.0
20101109101834,35,2,2,2010,6,2010-11-12,1,1248000.0,9.433981132056603,15.652475842498529,36,1,White,3.0
20101109101856,46,1,3,2010,5,2010-11-04,1,7499986.0,5.916079783099616,7.280109889280518,27,2,White,3.0
20101109101881,36,2,3,2010,6,2010-11-19,0,0.0,18.57417562100671,19.1049731745428,36,1,Asian,2.0
20101109101892,31,2,3,2010,4,2010-11-17,1,1657500.0,5.744562646538029,9.273618495495704,27,2,White,3.0
20101109101938,32,2,1,2010,4,2010-11-17,1,1274000.0,12.449899597988733,3.605551275463989,12,1,White,3.0
20101109101939,33,1,3,2010,4,2010-11-10,1,2999984.0,7.745966692414834,6.324555320336759,35,1,White,3.0
20101109101975,29,2,3,2010,1,2010-11-07,1,1289600.0,0.0,17.74823934929885,55,1,White,2.0
20101109102036,53,2,1,2010,7,2010-11-13,1,,3.1622776601683795,10.488088481701515,37,1,White,5.0
20101109102045,28,2,3,2010,4,2010-11-03,0,0.0,16.703293088490067,10.954451150103322,48,1,White,1.0
20101109102130,26,2,1,2010,2,2010-11-22,1,899990.0,8.94427190999916,6.708203932499369,42,2,White,2.0
20101109102193,31,2,1,2010,1,2010-11-07,0,0.0,10.723805294763608,13.96424004376894,4,1,White,3.0
20101109102247,26,1,2,2010,1,2010-11-21,1,,0.0,0.0,42,1,White,3.0
20101109102336,45,2,1,2010,3,2010-11-02,0,0.0,12.649110640673518,21.095023109728988,31,2,White,3.0
20101109102361,35,1,3,2010,6,2010-11-19,1,,2.23606797749979,6.708203932499369,53,1,Black,2.0
20101109102512,46,1,2,2010,4,2010-11-03,1,3499600.0,0.0,0.0,42,1,Black,3.0
20101110100037,33,1,1,2010,2,2010-11-01,0,0.0,10.954451150103322,14.142135623730951,25,1,White,2.0
20101110100057,27,2,1,2010,1,2010-11-21,1,1300000.0,10.0,21.6794833886788,48,1,White,3.0
20101110100059,24,2,1,2010,4,2010-11-10,0,0.0,17.46424919657298,5.477225575051661,21,1,Black,1.0
20101110100113,33,2,3,2010,7,2010-11-20,0,0.0,0.0,0.0,18,1,White,1.0
20101110100507,50,1,1,2010,2,2010-11-22,1,7499986.0,0.0,5.477225575051661,36,1,White,5.0
20101110100526,42,2,1,2010,5,2010-11-04,1,1329120.0,10.0,6.708203932499369,37,2,White,3.0
20101110100535,33,2,2,2010,5,2010-11-11,1,3599986.0,5.477225575051661,0.0,48,1,White,3.0
20101110100542,43,1,4,2010,4,2010-11-17,1,5049200.0,5.196152422706632,0.0,24,1,Multiracial,3.0
20101110100543,48,1,1,2010,3,2010-11-02,1,2652000.0,0.0,15.491933384829668,42,1,White,3.0
20101110100545,26,1,2,2010,7,2010-11-06,1,858000.0,0.0,0.0,4,1,White,3.0
20101110100548,45,1,1,2010,7,2010-11-13,1,2184000.0,0.0,0.0,48,2,White,3.0
20101110100551,26,2,2,2010,2,2010-11-01,0,0.0,14.7648230602334,17.029386365926403,28,1,White,2.0
20101110100576,47,2,2,2010,1,2010-11-14,0,0.0,11.0,8.774964387392123,48,1,White,5.0
20101110100586,30,2,1,2010,7,2010-11-13,1,1872000.0,19.493588689617926,13.416407864998739,39,1,White,3.0
20101110100614,33,2,2,2010,5,2010-11-18,1,1261104.0,1.0,13.416407864998739,8,1,Black,1.0
20101110100628,34,1,2,2010,3,2010-11-09,1,7499986.0,0.0,0.0,6,1,Asian,5.0
20101110100669,46,1,2,2010,5,2010-11-25,1,2709200.0,0.0,14.491376746189438,55,2,White,3.0
20101110100675,38,1,1,2010,2,2010-11-22,1,5687500.0,10.770329614269007,0.0,9,1,White,5.0
20101110100705,51,2,1,2010,6,2010-11-05,0,0.0,9.219544457292887,10.246950765959598,48,1,White,3.0
20101110100714,46,1,1,2010,7,2010-11-20,1,2808000.0,0.0,7.0710678118654755,12,1,Black,2.0
20101110100718,41,1,3,2010,5,2010-11-04,1,4799990.0,3.1622776601683795,0.0,6,1,White,4.0
20101110100750,36,1,2,2010,1,2010-11-07,1,1599988.0,7.745966692414834,0.0,42,1,Black,1.0
20101110100767,32,2,3,2010,3,2010-11-09,1,1851200.0,12.84523257866513,13.96424004376894,38,1,White,3.0
20101110100782,37,1,1,2010,2,2010-11-15,1,1683500.0,6.708203932499369,10.954451150103322,6,1,White,3.0
20101110100786,46,1,2,2010,4,2010-11-03,1,1999998.0,15.874507866387544,10.0,8,1,Other,3.0
20101110100809,42,2,1,2010,3,2010-11-16,0,0.0,11.61895003862225,21.563858652847824,53,2,White,2.0
20101110100811,54,2,1,2010,1,2010-11-21,0,0.0,5.477225575051661,16.583123951777,40,1,White,3.0
20101110100845,37,1,4,2010,6,2010-11-05,1,2199990.0,7.54983443527075,4.58257569495584,31,1,White,3.0
20101110100846,37,2,1,2010,5,2010-11-04,0,0.0,6.708203932499369,5.916079783099616,36,1,Black,1.0
20101110100863,44,2,1,2010,4,2010-11-03,1,1300000.0,0.0,7.745966692414834,20,2,White,3.0
20101110100908,40,2,2,2010,7,2010-11-13,0,0.0,15.968719422671311,15.0,48,1,White,4.0
20101110100928,35,2,1,2010,1,2010-11-28,1,2099994.0,0.0,10.954451150103322,8,3,White,3.0
20101110100931,34,1,4,2010,2,2010-11-22,1,2499978.0,0.0,0.0,48,1,Black,3.0
20101110100962,29,2,1,2010,7,2010-11-27,1,390000.0,5.916079783099616,13.601470508735444,25,1,White,3.0
20101110100974,39,2,1,2010,2,2010-11-15,1,599976.0,0.0,5.477225575051661,54,1,White,3.0
20101110100975,33,2,2,2010,6,2010-11-19,0,0.0,14.491376746189438,10.246950765959598,18,1,Multiracial,3.0
20101110100987,50,2,1,2010,1,2010-11-07,1,,0.0,7.745966692414834,25,1,White,5.0
20101110100993,30,2,3,2010,5,2010-11-11,1,479986.0,13.784048752090222,7.745966692414834,18,1,White,3.0
20101110100994,29,2,2,2010,1,2010-11-14,0,0.0,5.5677643628300215,14.832396974191326,41,1,White,2.0
20101110101005,39,2,4,2010,6,2010-11-12,0,0.0,13.601470508735444,18.027756377319946,36,1,White,3.0
20101110101035,40,2,1,2010,7,2010-11-20,1,7499986.0,9.486832980505138,15.811388300841896,36,1,White,5.0
20101110101042,44,2,2,2010,4,2010-11-17,1,3749980.0,11.0,9.219544457292887,26,1,White,3.0
20101110101056,46,1,1,2010,7,2010-11-06,1,2624700.0,0.0,4.47213595499958,45,1,Black,2.0
20101110101086,30,1,1,2010,1,2010-11-07,1,3199976.0,15.491933384829668,0.0,27,2,White,3.0
20101110101089,32,2,2,2010,6,2010-11-19,1,2907892.0,10.488088481701515,10.908712114635714,13,2,White,3.0
20101110101095,38,2,2,2010,1,2010-11-28,1,3120000.0,0.0,21.908902300206645,4,1,White,3.0
20101110101099,37,1,2,2010,1,2010-11-21,1,4399980.0,13.416407864998739,22.9128784747792,46,2,White,5.0
20101110101101,34,2,1,2010,3,2010-11-30,1,2399982.0,8.06225774829855,8.660254037844387,37,1,Black,4.0
20101110101108,37,1,2,2010,5,2010-11-04,1,3499990.0,0.0,0.0,45,1,White,3.0
20101110101122,40,2,2,2010,1,2010-11-14,1,3599986.0,7.745966692414834,15.427248620541512,26,1,White,4.0
20101110101127,47,1,1,2010,5,2010-11-18,1,2199600.0,0.0,0.0,45,1,White,3.0
20101110101130,29,2,3,2010,1,2010-11-14,0,0.0,25.13961017995307,19.235384061671343,51,2,White,1.0
20101110101150,37,2,5,2010,5,2010-11-11,0,0.0,17.88854381999832,18.110770276274835,51,1,White,4.0
20101110101153,31,2,3,2010,7,2010-11-13,1,930436.0,14.832396974191326,9.486832980505138,44,1,White,3.0
20101110101163,31,2,2,2010,7,2010-11-13,1,1341600.0,13.416407864998739,12.24744871391589,23,1,White,3.0
20101110101171,38,2,2,2010,7,2010-11-20,1,,0.0,7.14142842854285,22,1,White,4.0
20101110101184,55,1,1,2010,6,2010-11-19,1,3499990.0,0.0,14.491376746189438,42,1,White,2.0
20101110101198,46,1,2,2010,3,2010-11-02,1,,0.0,0.0,6,1,White,2.0
20101110101204,46,1,3,2010,1,2010-11-21,1,2999984.0,5.477225575051661,2.23606797749979,28,1,Asian,3.0
20101110101220,41,2,4,2010,6,2010-11-12,1,3744000.0,17.320508075688775,11.180339887498949,6,1,Asian,4.0
20101110101232,38,2,3,2010,4,2010-11-17,0,0.0,19.235384061671343,14.832396974191326,27,1,Asian,4.0
20101110101236,48,2,1,2010,1,2010-11-21,1,6500000.0,12.449899597988733,0.0,24,1,White,4.0
20101110101242,40,2,2,2010,7,2010-11-06,1,1820000.0,0.0,12.449899597988733,32,1,White,3.0
20101110101250,42,1,2,2010,7,2010-11-06,1,4499976.0,0.0,11.832159566199232,55,1,White,4.0
20101110101259,32,1,1,2010,7,2010-11-27,1,1899976.0,0.0,0.0,42,1,White,2.0
20101110101260,66,2,1,2010,7,2010-11-06,0,0.0,17.74823934929885,17.320508075688775,40,1,White,2.0
20101110101285,36,2,2,2010,2,2010-11-08,0,0.0,8.94427190999916,15.491933384829668,41,1,White,2.0
20101110101299,51,2,1,2010,7,2010-11-27,0,0.0,4.47213595499958,13.228756555322953,26,1,White,3.0
20101110101317,46,1,2,2010,7,2010-11-20,1,5200000.0,16.1245154965971,14.142135623730951,6,1,White,5.0
20101110101326,36,2,3,2010,3,2010-11-09,1,585000.0,13.30413469565007,15.556349186104045,4,1,White,2.0
20101110101329,48,2,2,2010,7,2010-11-06,1,3779984.0,5.0,9.486832980505138,27,2,White,4.0
20101110101331,55,1,1,2010,1,2010-11-28,1,7499986.0,5.477225575051661,14.317821063276353,6,1,White,5.0
20101110101337,27,2,2,2010,7,2010-11-27,1,416000.0,5.477225575051661,9.486832980505138,13,2,Black,1.0
20101110101342,63,1,2,2010,4,2010-11-03,0,0.0,15.0,10.246950765959598,36,1,White,3.0
20101110101365,34,1,2,2010,2,2010-11-15,1,2749994.0,9.899494936611665,4.47213595499958,38,1,White,3.0
20101110101374,39,2,1,2010,4,2010-11-03,1,1573000.0,7.745966692414834,0.0,47,2,Black,2.0
20101110101382,33,2,2,2010,7,2010-11-13,1,884000.0,3.872983346207417,14.491376746189438,6,1,Asian,5.0
20101110101397,34,2,3,2010,1,2010-11-07,1,624000.0,9.486832980505138,7.745966692414834,24,1,White,2.0
20101110101404,42,1,2,2010,3,2010-11-09,1,4799990.0,0.0,10.954451150103322,6,1,White,5.0
20101110101414,45,2,1,2010,5,2010-11-18,1,149994.0,0.0,15.968719422671311,39,2,White,3.0
20101110101420,47,1,1,2010,1,2010-11-14,1,2275000.0,0.0,5.477225575051661,20,2,White,3.0
20101110101428,45,1,2,2010,2,2010-11-22,1,2749994.0,1.4142135623730951,10.954451150103322,26,1,White,3.0
20101110101442,24,2,2,2010,5,2010-11-18,0,0.0,8.94427190999916,20.37154878746336,48,1,White,2.0
20101110101444,49,1,1,2010,1,2010-11-07,0,0.0,0.0,0.0,12,1,White,2.0
20101110101451,34,2,2,2010,1,2010-11-28,1,2498600.0,16.1245154965971,15.811388300841896,36,1,White,3.0
20101110101460,38,2,2,2010,1,2010-11-21,1,7499986.0,19.748417658131498,9.486832980505138,6,1,White,5.0
20101110101465,37,2,2,2010,7,2010-11-20,0,0.0,0.0,20.493901531919196,17,2,White,2.0
20101110101472,37,1,1,2010,3,2010-11-23,1,520000.0,13.228756555322953,8.94427190999916,39,1,White,4.0
20101110101481,43,1,4,2010,2,2010-11-08,1,780000.0,10.0,10.954451150103322,26,1,Asian,2.0
20101110101482,48,1,1,2010,3,2010-11-09,1,2249988.0,0.0,3.872983346207417,17,1,White,2.0
20101110101485,39,2,3,2010,7,2010-11-27,0,0.0,8.366600265340756,0.0,29,1,White,4.0
20101110101488,33,2,2,2010,3,2010-11-16,0,0.0,18.57417562100671,19.1049731745428,9,1,White,1.0
20101110101490,36,1,1,2010,7,2010-11-20,0,0.0,0.0,12.84523257866513,17,1,Black,2.0
20101110101499,45,2,1,2010,4,2010-11-17,1,1549990.0,6.708203932499369,9.746794344808963,29,2,White,3.0
20101110101529,43,2,2,2010,7,2010-11-27,1,3749200.0,0.0,17.320508075688775,13,1,White,4.0
20101110101543,54,1,2,2010,4,2010-11-10,1,2340000.0,6.324555320336759,7.0,53,2,White,3.0
20101110101555,50,1,1,2010,7,2010-11-27,1,7499986.0,18.841443681416774,11.180339887498949,10,2,White,5.0
20101110101573,58,1,1,2010,3,2010-11-16,1,,0.0,7.745966692414834,32,1,White,4.0
20101110101574,37,1,1,2010,1,2010-11-07,1,3124992.0,10.246950765959598,8.660254037844387,36,1,White,4.0
20101110101579,41,2,3,2010,4,2010-11-10,1,4499976.0,12.12435565298214,10.954451150103322,42,1,White,4.0
20101110101580,63,2,1,2010,4,2010-11-17,1,1137500.0,8.306623862918075,23.49468024894146,53,1,White,2.0
20101110101600,45,2,2,2010,7,2010-11-20,1,1185600.0,8.366600265340756,7.0710678118654755,19,2,White,3.0
20101110101602,38,2,3,2010,6,2010-11-12,1,,10.14889156509222,13.784048752090222,21,1,White,3.0
